n,adm2,motion2,ms_ssim,psnr,ssim,vif_scale0,vif_scale1,vif_scale2,vif_scale3,vmaf,mse_avg,mse_u,mse_v,mse_y,psnr_avg,psnr_u,psnr_v,psnr_y,ssim_avg,ssim_u,ssim_v,ssim_y,input_file_dist,input_file_ref
1,1.0,0.0,0.99996,60.0,0.99996,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
2,1.0,0.0,0.99996,60.0,0.99996,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
3,0.9979,44.56571,0.99952,60.0,0.99957,0.99544,0.99972,0.99986,0.99994,100.0,0.01,0.01,0.01,0.01,67.98,67.6,67.06,68.36,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
4,0.99453,44.56571,0.99857,60.0,0.99868,0.98815,0.99912,0.99955,0.99977,100.0,0.03,0.03,0.04,0.03,63.18,62.86,62.38,63.49,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
5,0.99666,45.46544,0.9961,60.0,0.99627,0.98421,0.99905,0.99957,0.99977,100.0,0.05,0.06,0.06,0.05,61.09,60.7,60.21,61.44,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
6,0.9991,0.19263,0.99404,60.0,0.99426,0.98624,0.99939,0.99973,0.99984,100.0,0.04,0.05,0.05,0.04,61.76,61.42,61.18,62.01,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
7,0.99889,0.19263,0.99405,60.0,0.99427,0.98581,0.99935,0.99973,0.99986,100.0,0.05,0.05,0.05,0.04,61.46,61.3,60.83,61.68,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
8,0.99918,0.34033,0.99405,60.0,0.99427,0.98688,0.99947,0.99977,0.99988,100.0,0.04,0.04,0.04,0.04,62.2,61.97,61.68,62.4,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
9,0.99894,0.08989,0.99405,60.0,0.99427,0.9863,0.99939,0.99973,0.99985,100.0,0.04,0.05,0.05,0.04,61.68,61.47,61.1,61.89,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
10,0.99912,0.08989,0.99404,60.0,0.99426,0.9866,0.9994,0.99974,0.99986,100.0,0.04,0.04,0.05,0.04,61.96,61.75,61.38,62.18,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
11,0.99893,0.24831,0.99405,60.0,0.99427,0.98627,0.99937,0.99973,0.99986,100.0,0.04,0.05,0.05,0.04,61.65,61.32,61.14,61.88,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
12,0.99914,0.35303,0.99406,60.0,0.99427,0.98699,0.99946,0.99977,0.99987,100.0,0.04,0.04,0.05,0.04,62.09,61.84,61.44,62.34,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
13,0.99892,0.08958,0.99405,60.0,0.99427,0.98651,0.99939,0.99973,0.99986,100.0,0.04,0.05,0.05,0.04,61.81,61.51,61.24,62.04,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
14,0.99899,0.08958,0.99404,60.0,0.99426,0.98666,0.9994,0.99974,0.99986,100.0,0.04,0.04,0.05,0.04,61.95,61.67,61.29,62.21,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
15,0.99889,0.2019,0.99405,60.0,0.99427,0.98618,0.99938,0.99974,0.99987,100.0,0.05,0.05,0.05,0.04,61.5,61.16,60.8,61.78,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
16,0.99917,0.31185,0.99405,60.0,0.99427,0.98721,0.99949,0.99978,0.99987,100.0,0.04,0.04,0.04,0.04,62.28,61.97,61.7,62.52,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
17,0.9987,0.08743,0.99405,60.0,0.99426,0.98619,0.99936,0.99974,0.99986,100.0,0.05,0.05,0.05,0.04,61.48,61.03,60.74,61.81,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
18,0.99892,0.08743,0.99404,60.0,0.99426,0.98665,0.9994,0.99974,0.99986,100.0,0.04,0.05,0.05,0.04,61.92,61.49,61.31,62.2,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
19,0.9988,0.27478,0.99405,60.0,0.99427,0.98614,0.99938,0.99974,0.99987,100.0,0.05,0.05,0.05,0.04,61.45,61.09,60.75,61.75,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
20,0.99916,0.28463,0.99405,60.0,0.99427,0.98747,0.99949,0.99978,0.99988,100.0,0.04,0.04,0.04,0.04,62.42,62.14,61.89,62.64,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
21,0.99865,0.11186,0.99405,60.0,0.99427,0.98632,0.99932,0.99971,0.99985,100.0,0.05,0.05,0.05,0.04,61.59,61.3,60.86,61.86,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
22,0.99894,0.05878,0.99405,60.0,0.99426,0.98678,0.99941,0.99975,0.99987,100.0,0.04,0.04,0.05,0.04,62.01,61.68,61.34,62.28,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
23,0.99882,0.05878,0.99404,60.0,0.99426,0.98662,0.99936,0.99973,0.99986,100.0,0.04,0.04,0.05,0.04,61.9,61.71,61.39,62.09,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
24,0.99916,0.13009,0.99405,60.0,0.99426,0.98737,0.99947,0.99977,0.99987,100.0,0.04,0.04,0.04,0.04,62.43,62.16,61.87,62.65,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
25,0.99866,0.08189,0.99405,60.0,0.99427,0.98667,0.9994,0.99975,0.99987,100.0,0.04,0.05,0.05,0.04,61.68,61.35,60.97,61.97,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
26,0.99888,0.08189,0.99405,60.0,0.99427,0.98685,0.99943,0.99976,0.99987,100.0,0.04,0.05,0.05,0.04,61.92,61.52,61.2,62.22,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
27,0.99876,0.0975,0.99405,60.0,0.99427,0.98648,0.99938,0.99974,0.99986,100.0,0.04,0.05,0.05,0.04,61.62,61.18,60.84,61.96,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
28,0.99912,0.0975,0.99404,60.0,0.99426,0.98707,0.99944,0.99976,0.99987,100.0,0.04,0.04,0.05,0.04,62.2,61.95,61.57,62.45,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
29,0.99873,0.16413,0.99404,60.0,0.99426,0.98644,0.99938,0.99974,0.99988,100.0,0.05,0.05,0.05,0.04,61.54,61.0,60.74,61.92,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
30,0.99899,0.22072,0.99405,60.0,0.99427,0.98688,0.99945,0.99977,0.99988,100.0,0.04,0.05,0.05,0.04,62.0,61.57,61.43,62.27,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
31,0.99875,0.06897,0.99405,60.0,0.99427,0.98627,0.99938,0.99974,0.99987,100.0,0.05,0.05,0.05,0.04,61.49,61.16,60.76,61.79,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
32,0.99886,0.06897,0.99406,60.0,0.99427,0.98716,0.99947,0.99977,0.99988,100.0,0.04,0.04,0.04,0.04,62.18,61.88,61.66,62.4,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
33,0.9986,0.08471,0.99406,60.0,0.99427,0.98624,0.99937,0.99974,0.99987,100.0,0.05,0.05,0.05,0.04,61.44,61.11,60.77,61.71,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
34,0.99884,0.10909,0.99405,60.0,0.99427,0.98681,0.99946,0.99978,0.99988,100.0,0.04,0.04,0.05,0.04,61.92,61.63,61.29,62.17,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
35,0.99864,0.1396,0.99405,60.0,0.99427,0.98622,0.99938,0.99973,0.99986,100.0,0.05,0.05,0.05,0.04,61.57,61.39,60.94,61.79,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
36,0.99924,0.1396,0.99405,60.0,0.99427,0.98774,0.99952,0.99979,0.99989,100.0,0.04,0.04,0.04,0.03,62.68,62.38,62.14,62.91,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
37,0.99869,0.08126,0.99405,60.0,0.99426,0.98651,0.9994,0.99976,0.99988,100.0,0.04,0.04,0.05,0.04,61.78,61.6,61.08,62.02,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
38,0.99892,0.06337,0.99404,60.0,0.99426,0.98701,0.99944,0.99977,0.99988,100.0,0.04,0.04,0.04,0.04,62.26,62.15,61.71,62.44,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
39,0.99895,0.01691,0.99404,60.0,0.99426,0.98719,0.99942,0.99977,0.9999,100.0,0.04,0.04,0.04,0.04,62.34,62.3,61.9,62.46,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
40,0.99941,0.00973,0.99404,60.0,0.99426,0.98841,0.99956,0.99981,0.9999,100.0,0.03,0.03,0.04,0.03,63.13,62.82,62.59,63.36,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
41,0.99896,0.0045,0.99404,60.0,0.99426,0.98762,0.99946,0.99978,0.99989,100.0,0.04,0.04,0.04,0.03,62.53,62.29,61.82,62.79,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
42,0.99906,0.0045,0.99404,60.0,0.99426,0.98763,0.99947,0.99978,0.99989,100.0,0.04,0.04,0.04,0.03,62.62,62.45,62.07,62.81,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
43,0.99909,0.00354,0.99404,60.0,0.99426,0.98765,0.99946,0.99977,0.99989,100.0,0.04,0.04,0.04,0.03,62.58,62.32,61.92,62.82,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
44,0.99927,0.00321,0.99404,60.0,0.99426,0.98816,0.99955,0.99981,0.9999,100.0,0.03,0.04,0.04,0.03,62.98,62.67,62.39,63.22,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
45,0.99917,0.00101,0.99404,60.0,0.99426,0.98779,0.9995,0.99979,0.99989,100.0,0.03,0.04,0.04,0.03,62.72,62.47,62.13,62.95,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
46,0.99917,0.00101,0.99404,60.0,0.99426,0.9878,0.9995,0.9998,0.9999,100.0,0.03,0.04,0.04,0.03,62.75,62.51,62.2,62.96,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
47,0.99908,0.00253,0.99404,60.0,0.99426,0.98746,0.99945,0.99977,0.99988,100.0,0.04,0.04,0.04,0.04,62.45,62.32,61.86,62.65,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
48,0.99917,0.02985,0.99404,60.0,0.99426,0.98764,0.99951,0.9998,0.99989,100.0,0.04,0.04,0.04,0.03,62.58,62.29,61.97,62.82,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
49,0.99881,0.03617,0.99404,60.0,0.99426,0.98653,0.99937,0.99973,0.99986,100.0,0.04,0.05,0.05,0.04,61.73,61.36,61.01,62.03,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
50,0.99901,0.03617,0.99404,60.0,0.99426,0.98707,0.99945,0.99977,0.99989,100.0,0.04,0.04,0.05,0.04,62.18,61.84,61.58,62.44,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
51,0.99881,0.02825,0.99404,60.0,0.99426,0.98692,0.99941,0.99976,0.99988,100.0,0.04,0.05,0.05,0.04,61.91,61.55,61.03,62.26,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
52,0.9993,0.02825,0.99405,60.0,0.99426,0.98814,0.99954,0.99981,0.9999,100.0,0.03,0.04,0.04,0.03,62.92,62.64,62.32,63.15,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
53,0.99868,0.03848,0.99405,60.0,0.99426,0.98667,0.9994,0.99976,0.99988,100.0,0.04,0.05,0.05,0.04,61.73,61.33,61.03,62.04,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
54,0.99882,0.03945,0.99405,60.0,0.99426,0.98696,0.99944,0.99978,0.99989,100.0,0.04,0.04,0.05,0.04,62.07,61.69,61.43,62.36,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
55,0.99877,0.03582,0.99405,60.0,0.99426,0.98689,0.9994,0.99976,0.99987,100.0,0.04,0.05,0.05,0.04,61.84,61.37,61.02,62.21,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
56,0.99931,0.03532,0.99405,60.0,0.99426,0.98839,0.99955,0.99981,0.9999,100.0,0.03,0.03,0.04,0.03,63.07,62.82,62.51,63.3,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
57,0.99878,0.01783,0.99405,60.0,0.99426,0.98706,0.99941,0.99976,0.99988,100.0,0.04,0.04,0.05,0.04,61.94,61.64,61.0,62.3,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
58,0.99908,0.01783,0.99405,60.0,0.99426,0.98742,0.99946,0.99977,0.99988,100.0,0.04,0.04,0.04,0.04,62.38,62.13,61.64,62.65,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
59,0.99897,0.0105,0.99405,60.0,0.99426,0.98748,0.99944,0.99976,0.99988,100.0,0.04,0.04,0.04,0.04,62.37,62.13,61.74,62.6,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
60,0.99941,0.0105,0.99405,60.0,0.99426,0.98877,0.99957,0.99982,0.9999,100.0,0.03,0.03,0.03,0.03,63.31,63.02,62.73,63.55,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
61,0.99885,0.00773,0.99404,60.0,0.99426,0.98745,0.99942,0.99976,0.99988,100.0,0.04,0.04,0.04,0.04,62.35,62.18,61.71,62.56,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
62,0.99897,0.00773,0.99405,60.0,0.99426,0.98775,0.9995,0.9998,0.9999,100.0,0.04,0.04,0.04,0.03,62.63,62.41,62.08,62.84,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
63,0.99893,0.00455,0.99404,60.0,0.99426,0.98767,0.99944,0.99976,0.99988,100.0,0.04,0.04,0.04,0.03,62.54,62.43,61.96,62.72,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
64,0.99938,0.00455,0.99405,60.0,0.99426,0.98886,0.99958,0.99982,0.9999,100.0,0.03,0.03,0.03,0.03,63.36,63.03,62.75,63.62,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
65,0.99894,0.00266,0.99404,60.0,0.99426,0.98772,0.99942,0.99975,0.99987,100.0,0.04,0.04,0.04,0.03,62.58,62.54,62.08,62.72,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
66,0.99904,0.00266,0.99404,60.0,0.99426,0.98796,0.9995,0.99978,0.99988,100.0,0.03,0.04,0.04,0.03,62.78,62.61,62.18,62.99,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
67,0.99908,0.00151,0.99404,60.0,0.99426,0.98801,0.99944,0.99976,0.99987,100.0,0.03,0.03,0.04,0.03,62.81,62.79,62.37,62.93,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
68,0.99937,0.00151,0.99405,60.0,0.99426,0.98887,0.99958,0.99982,0.9999,100.0,0.03,0.03,0.03,0.03,63.36,63.05,62.71,63.63,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
69,0.99919,0.00079,0.99405,60.0,0.99426,0.98847,0.99953,0.9998,0.99989,100.0,0.03,0.03,0.04,0.03,63.13,62.94,62.55,63.35,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
70,0.99924,0.00079,0.99405,60.0,0.99426,0.98845,0.99952,0.9998,0.99989,100.0,0.03,0.03,0.04,0.03,63.13,62.9,62.51,63.36,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
71,0.99925,0.00049,0.99405,60.0,0.99426,0.98849,0.99952,0.9998,0.99989,100.0,0.03,0.03,0.04,0.03,63.15,62.91,62.54,63.38,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
72,0.99933,0.00049,0.99405,60.0,0.99426,0.98869,0.99956,0.99982,0.9999,100.0,0.03,0.03,0.04,0.03,63.26,62.96,62.62,63.52,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
73,0.99926,0.00038,0.99405,60.0,0.99426,0.98851,0.99954,0.99981,0.9999,100.0,0.03,0.03,0.04,0.03,63.18,62.93,62.57,63.41,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
74,0.99926,0.00038,0.99405,60.0,0.99426,0.98848,0.99954,0.9998,0.99989,100.0,0.03,0.03,0.04,0.03,63.15,62.92,62.56,63.38,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
75,0.99925,0.00037,0.99405,60.0,0.99426,0.98848,0.99954,0.99981,0.9999,100.0,0.03,0.03,0.04,0.03,63.15,62.91,62.53,63.39,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
76,0.99929,0.00037,0.99405,60.0,0.99426,0.98862,0.99956,0.99982,0.9999,100.0,0.03,0.03,0.04,0.03,63.21,62.92,62.55,63.47,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
77,0.99919,0.00072,0.99405,60.0,0.99426,0.98831,0.99952,0.9998,0.9999,100.0,0.03,0.03,0.04,0.03,63.04,62.84,62.44,63.26,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
78,0.99911,0.00072,0.99404,60.0,0.99426,0.98801,0.99949,0.99979,0.99989,100.0,0.03,0.03,0.04,0.03,62.82,62.73,62.26,63.0,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
79,0.99877,0.01096,0.99404,60.0,0.99426,0.98732,0.99942,0.99975,0.99987,100.0,0.04,0.04,0.05,0.04,62.11,61.77,61.23,62.46,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
80,0.99916,0.01896,0.99404,60.0,0.99426,0.98798,0.99951,0.99979,0.99989,100.0,0.03,0.04,0.04,0.03,62.77,62.49,62.23,63.0,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
81,0.99873,0.0229,0.99404,60.0,0.99426,0.9871,0.99943,0.99977,0.99988,100.0,0.04,0.05,0.05,0.04,61.91,61.35,61.04,62.33,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
82,0.9989,0.0229,0.99404,60.0,0.99426,0.9873,0.99945,0.99977,0.99988,100.0,0.04,0.04,0.04,0.04,62.28,61.93,61.64,62.55,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
83,0.99875,0.02087,0.99404,60.0,0.99426,0.98707,0.99941,0.99975,0.99987,100.0,0.04,0.05,0.05,0.04,61.91,61.44,61.07,62.28,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
84,0.99922,0.02087,0.99404,60.0,0.99426,0.98801,0.99953,0.9998,0.99989,100.0,0.03,0.04,0.04,0.03,62.84,62.58,62.23,63.08,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
85,0.99874,0.01892,0.99404,60.0,0.99426,0.98697,0.99941,0.99975,0.99988,100.0,0.04,0.05,0.05,0.04,61.89,61.46,60.97,62.27,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
86,0.99887,0.01892,0.99404,60.0,0.99426,0.98714,0.99946,0.99977,0.99988,100.0,0.04,0.04,0.05,0.04,62.21,61.89,61.58,62.47,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
87,1.00643,2.17052,0.994,60.0,0.99434,0.98726,0.99934,0.99961,0.99956,100.0,0.06,0.07,0.07,0.06,60.18,59.8,59.89,60.35,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
88,0.9985,2.17052,0.99418,60.0,0.99435,0.98891,0.99937,0.99968,0.99982,100.0,0.03,0.04,0.04,0.03,62.89,62.25,62.2,63.27,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
89,1.00211,2.99362,0.99443,60.0,0.99473,0.98872,0.99945,0.99972,0.99976,100.0,0.04,0.05,0.05,0.04,61.67,61.39,61.0,61.94,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
90,0.98953,2.99362,0.99433,60.0,0.99462,0.98753,0.99804,0.99866,0.99922,100.0,0.05,0.04,0.07,0.05,60.96,61.6,59.4,61.29,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
91,0.99656,2.15371,0.99454,60.0,0.99502,0.99085,0.99938,0.99968,0.9998,100.0,0.03,0.03,0.03,0.02,63.8,63.32,62.87,64.21,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
92,0.98769,2.15371,0.99467,60.0,0.99498,0.98884,0.99786,0.99848,0.99899,99.54642,0.05,0.04,0.09,0.04,61.09,62.68,58.46,61.69,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
93,0.99856,2.15425,0.99467,60.0,0.99487,0.99243,0.99933,0.99957,0.99969,100.0,0.03,0.03,0.05,0.02,63.48,63.19,61.09,64.44,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
94,0.99113,2.15425,0.9949,60.0,0.99515,0.99101,0.99813,0.99858,0.99895,100.0,0.04,0.04,0.08,0.03,61.82,61.95,59.08,62.85,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
95,1.00448,2.15911,0.99493,60.0,0.99524,0.99446,0.9999,1.00002,1.00004,100.0,0.02,0.02,0.02,0.02,65.28,64.89,64.38,65.64,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
96,0.98677,2.15911,0.99495,60.0,0.99529,0.99163,0.9973,0.99774,0.99824,99.32748,0.04,0.03,0.06,0.03,62.29,62.84,60.5,62.74,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
97,1.00695,2.07426,0.99526,60.0,0.99556,0.99656,1.00117,1.00117,1.00118,100.0,0.03,0.02,0.03,0.03,63.95,64.98,64.13,63.68,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
98,0.9848,2.07426,0.99511,60.0,0.99542,0.99136,0.99701,0.99769,0.99823,98.93439,0.03,0.02,0.04,0.03,63.7,64.18,61.98,64.14,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
99,0.99313,2.14715,0.9952,60.0,0.99579,0.99597,0.99888,0.99899,0.999,100.0,0.01,0.01,0.01,0.01,68.21,68.37,67.87,68.26,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
100,0.99669,2.14715,0.99532,60.0,0.99545,0.99718,0.99992,1.00008,1.00013,100.0,0.01,0.01,0.01,0.01,69.01,67.6,67.71,69.89,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
101,0.99895,2.19035,0.9954,60.0,0.99563,0.99916,0.99998,0.99999,0.99992,100.0,0.0,0.01,0.01,0.0,72.06,69.38,70.27,73.87,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
102,1.0,0.0,0.99471,60.0,0.99479,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
103,1.0,0.0,0.99471,60.0,0.99479,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
104,1.0,0.0,0.99471,60.0,0.99479,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
